-9,-187,162,49.097283605208276
-9,-177,182,44.20206023330163
-36,-151,170,41.612613194508306
-32,-154,178,40.865328626263576
-23,-167,173,43.9890029476696
-7,-181,179,45.31830661145137
-24,-167,172,44.15499077679798
-15,-173,177,44.345219597732296
-10,-175,177,44.674459301340704
-29,-161,168,43.78112476486871
-21,-167,174,43.82400546998207
-37,-151,167,42.119622447152395
-26,-160,168,43.60281897270362
-13,-170,177,43.84433410618005
-11,-171,179,43.69061018058944
-31,-155,168,42.69522186182605
-18,-165,172,43.810051067857565
-33,-153,169,42.15534439522661
-27,-158,168,43.2430116900918
-16,-173,170,45.50111648887931
-4,-115,162,35.370048722235666
36,-85,155,28.739795291688043
71,66,37,60.72474572274742
60,65,40,58.3924977537511
41,82,37,65.71417484434872
47,76,49,57.188633201931886
41,-124,68,61.26020470831195
30,-141,81,60.124007308310574
42,-152,87,60.214540962311446
12,-157,86,61.28736339462352
4,-196,80,67.79652146794261
-58,-249,97,68.71618945136713
-137,-287,95,71.6849166497244
-148,-263,92,70.7196583504192
-188,-239,79,71.70901011915
-228,-260,62,76.58764235813159
-310,-153,40,75.34864142817783
-317,-181,46,75.74052735178952
-297,-170,40,76.7594800848128
-285,-202,50,76.09731288577944
-274,-208,37,79.91346831534622
-259,-214,37,80.190697752121
-68,-266,37,82.08109756162278
-8,-225,33,81.65610841596691
-243,-200,12,86.56636963754949
13,-200,12,86.56636963754949
19,-186,20,83.86274405073802
62,-160,-3,91.07416999837262
87,-117,-19,99.22392228210535
101,-57,-28,116.16156644201925
100,22,-27,140.82634202955578
85,80,-12,98.53076560994813
79,95,-10,96.00900595749452
71,132,-5,92.16925758972852
57,159,-4,91.44109929212215
28,186,4,88.76802259736027
12,174,24,82.14668669802178
-2,203,23,83.53592568062315
-18,214,30,82.01988625483148
-27,226,36,80.94927832281627
-72,238,36,81.3986151412851
-93,242,22,84.8055710922652
-178,255,14,86.85750422292723
-178,241,12,87.14945234398245
-225,257,6,88.6625982903506
-227,229,16,86.00329652468108
-295,219,-11,92.87545368398526
-307,146,25,80.2833141822149
-335,140,17,83.07655108518948
-313,135,19,81.98876838714398
-350,74,10,82.30394827798344
-355,71,0,90.0
-376,58,-1,90.98776039963981
-353,-39,39,45.0
-347,-64,46,54.293308599397115
-307,-118,50,67.03622694014545
-314,-152,51,71.45204189657734
-306,-147,58,68.46789889234365
-325,-24,85,15.76718254247568
-350,-26,85,17.007946955407327
-338,18,85,11.956584243149132
-354,15,86,9.893920669735412
-326,102,89,48.89370755509714
-307,119,87,53.82974466790907
-197,208,98,64.77235053257142
-157,236,85,70.19252712948361
-57,218,56,75.59331484356314
-17,178,41,77.02889399031463
-6,181,28,81.20626964583077
-232,150,5,88.09084756700362
24,150,5,88.09084756700362
78,-7,-13,151.69924423399362
64,-134,6,87.43622978853499
-100,-261,85,71.96109864463288
-107,-250,78,72.67207822275877
-122,-299,94,72.5478289017575
-7,-247,121,63.900757905687
-263,-247,121,63.900757905687
-283,-229,107,64.95571848406577
-434,-47,56,40.00625601417661
78,-47,56,40.00625601417661
55,-88,177,26.435422937814728
35,-89,170,27.633380116741506
41,-87,170,27.10176409167988
41,-88,182,25.804532399947124
